GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US18147,18147,"Spencer County, Indiana",20610,*****
0500000US18149,18149,"Starke County, Indiana",22966,*****
0500000US18151,18151,"Steuben County, Indiana",34459,*****
0500000US18153,18153,"Sullivan County, Indiana",20900,*****
0500000US18155,18155,"Switzerland County, Indiana",10617,*****
0500000US18157,18157,"Tippecanoe County, Indiana",186081,*****
0500000US18159,18159,"Tipton County, Indiana",15290,*****
0500000US18161,18161,"Union County, Indiana",7225,*****
0500000US18163,18163,"Vanderburgh County, Indiana",181831,*****
0500000US18165,18165,"Vermillion County, Indiana",15644,*****
0500000US18167,18167,"Vigo County, Indiana",107723,*****
0500000US18169,18169,"Wabash County, Indiana",31848,*****
0500000US18171,18171,"Warren County, Indiana",8269,*****
0500000US18173,18173,"Warrick County, Indiana",61581,*****
0500000US18175,18175,"Washington County, Indiana",27807,*****
0500000US18177,18177,"Wayne County, Indiana",66972,*****
0500000US18179,18179,"Wells County, Indiana",27832,*****
0500000US18181,18181,"White County, Indiana",24279,*****
0500000US18183,18183,"Whitley County, Indiana",33481,*****
0500000US19001,19001,"Adair County, Iowa",7192,*****
0500000US19003,19003,"Adams County, Iowa",3785,*****
0500000US19005,19005,"Allamakee County, Iowa",13940,*****
0500000US19007,19007,"Appanoose County, Iowa",12547,*****
0500000US19009,19009,"Audubon County, Iowa",5711,*****
0500000US19011,19011,"Benton County, Iowa",25646,*****
0500000US19013,19013,"Black Hawk County, Iowa",132960,*****
0500000US19015,19015,"Boone County, Iowa",26381,*****
0500000US19017,19017,"Bremer County, Iowa",24741,*****
0500000US19019,19019,"Buchanan County, Iowa",21101,*****
0500000US19021,19021,"Buena Vista County, Iowa",20369,*****
0500000US19023,19023,"Butler County, Iowa",14822,*****
0500000US19025,19025,"Calhoun County, Iowa",9814,*****
0500000US19027,19027,"Carroll County, Iowa",20428,*****
0500000US19029,19029,"Cass County, Iowa",13327,*****
0500000US19031,19031,"Cedar County, Iowa",18368,*****
0500000US19033,19033,"Cerro Gordo County, Iowa",43134,*****
0500000US19035,19035,"Cherokee County, Iowa",11577,*****
0500000US19037,19037,"Chickasaw County, Iowa",12140,*****
0500000US19039,19039,"Clarke County, Iowa",9267,*****
0500000US19041,19041,"Clay County, Iowa",16387,*****
0500000US19043,19043,"Clayton County, Iowa",17711,*****
0500000US19045,19045,"Clinton County, Iowa",47587,*****
0500000US19047,19047,"Crawford County, Iowa",17131,*****
0500000US19049,19049,"Dallas County, Iowa",80864,*****
0500000US19051,19051,"Davis County, Iowa",8834,*****
0500000US19053,19053,"Decatur County, Iowa",8105,*****
0500000US19055,19055,"Delaware County, Iowa",17326,*****
0500000US19057,19057,"Des Moines County, Iowa",39876,*****
0500000US19059,19059,"Dickinson County, Iowa",17000,*****
0500000US19061,19061,"Dubuque County, Iowa",96571,*****
0500000US19063,19063,"Emmet County, Iowa",9661,*****
0500000US19065,19065,"Fayette County, Iowa",20139,*****
0500000US19067,19067,"Floyd County, Iowa",15904,*****
0500000US19069,19069,"Franklin County, Iowa",10326,*****
0500000US19071,19071,"Fremont County, Iowa",6985,*****
0500000US19073,19073,"Greene County, Iowa",9046,*****
0500000US19075,19075,"Grundy County, Iowa",12354,*****
0500000US19077,19077,"Guthrie County, Iowa",10664,*****
0500000US19079,19079,"Hamilton County, Iowa",15201,*****
0500000US19081,19081,"Hancock County, Iowa",10971,*****
0500000US19083,19083,"Hardin County, Iowa",17239,*****
0500000US19085,19085,"Harrison County, Iowa",14196,*****
0500000US19087,19087,"Henry County, Iowa",19865,*****
0500000US19089,19089,"Howard County, Iowa",9321,*****
0500000US19091,19091,"Humboldt County, Iowa",9586,*****
0500000US19093,19093,"Ida County, Iowa",6965,*****
0500000US19095,19095,"Iowa County, Iowa",16231,*****
0500000US19097,19097,"Jackson County, Iowa",19409,*****
0500000US19099,19099,"Jasper County, Iowa",36789,*****
0500000US19101,19101,"Jefferson County, Iowa",17945,*****
0500000US19103,19103,"Johnson County, Iowa",144425,*****
0500000US19105,19105,"Jones County, Iowa",20468,*****
0500000US19107,19107,"Keokuk County, Iowa",10223,*****
0500000US19109,19109,"Kossuth County, Iowa",15166,*****
0500000US19111,19111,"Lee County, Iowa",34785,*****
0500000US19113,19113,"Linn County, Iowa",220008,*****
0500000US19115,19115,"Louisa County, Iowa",11238,*****
0500000US19117,19117,"Lucas County, Iowa",8600,*****
0500000US19119,19119,"Lyon County, Iowa",11745,*****
0500000US19121,19121,"Madison County, Iowa",15720,*****
0500000US19123,19123,"Mahaska County, Iowa",22301,*****
0500000US19125,19125,"Marion County, Iowa",33127,*****
0500000US19127,19127,"Marshall County, Iowa",40476,*****
0500000US19129,19129,"Mills County, Iowa",14933,*****
0500000US19131,19131,"Mitchell County, Iowa",10663,*****
0500000US19133,19133,"Monona County, Iowa",8865,*****
0500000US19135,19135,"Monroe County, Iowa",7912,*****
0500000US19137,19137,"Montgomery County, Iowa",10239,*****
0500000US19139,19139,"Muscatine County, Iowa",42923,*****
0500000US19141,19141,"O'Brien County, Iowa",13944,*****
0500000US19143,19143,"Osceola County, Iowa",6149,*****
0500000US19145,19145,"Page County, Iowa",15393,*****
0500000US19147,19147,"Palo Alto County, Iowa",9110,*****
0500000US19149,19149,"Plymouth County, Iowa",25027,*****
0500000US19151,19151,"Pocahontas County, Iowa",6972,*****
0500000US19153,19153,"Polk County, Iowa",467235,*****
0500000US19155,19155,"Pottawattamie County, Iowa",93287,*****
0500000US19157,19157,"Poweshiek County, Iowa",18428,*****
0500000US19159,19159,"Ringgold County, Iowa",4986,*****
0500000US19161,19161,"Sac County, Iowa",9936,*****
0500000US19163,19163,"Scott County, Iowa",171493,*****
0500000US19165,19165,"Shelby County, Iowa",11772,*****
0500000US19167,19167,"Sioux County, Iowa",34692,*****
0500000US19169,19169,"Story County, Iowa",95888,*****
0500000US19171,19171,"Tama County, Iowa",17236,*****
0500000US19173,19173,"Taylor County, Iowa",6214,*****
0500000US19175,19175,"Union County, Iowa",12497,*****
0500000US19177,19177,"Van Buren County, Iowa",7308,*****
0500000US19179,19179,"Wapello County, Iowa",35321,*****
0500000US19181,19181,"Warren County, Iowa",48630,*****
0500000US19183,19183,"Washington County, Iowa",22095,*****
0500000US19185,19185,"Wayne County, Iowa",6405,*****
0500000US19187,19187,"Webster County, Iowa",36945,*****
0500000US19189,19189,"Winnebago County, Iowa",10545,*****
0500000US19191,19191,"Winneshiek County, Iowa",20575,*****
0500000US19193,19193,"Woodbury County, Iowa",102397,*****
0500000US19195,19195,"Worth County, Iowa",7502,*****
0500000US19197,19197,"Wright County, Iowa",12864,*****
0500000US20001,20001,"Allen County, Kansas",12752,*****
0500000US20003,20003,"Anderson County, Kansas",7840,*****
0500000US20005,20005,"Atchison County, Kansas",16466,*****
0500000US20007,20007,"Barber County, Kansas",4905,166
0500000US20009,20009,"Barton County, Kansas",27067,*****
0500000US20011,20011,"Bourbon County, Kansas",14757,*****
0500000US20013,20013,"Brown County, Kansas",9736,*****
0500000US20015,20015,"Butler County, Kansas",66260,*****
0500000US20017,20017,"Chase County, Kansas",2665,*****
0500000US20019,20019,"Chautauqua County, Kansas",3425,*****
0500000US20021,20021,"Cherokee County, Kansas",20501,*****
0500000US20023,20023,"Cheyenne County, Kansas",2677,*****
0500000US20025,20025,"Clark County, Kansas",2089,*****
0500000US20027,20027,"Clay County, Kansas",8203,*****
0500000US20029,20029,"Cloud County, Kansas",9191,*****
0500000US20031,20031,"Coffey County, Kansas",8328,*****
0500000US20033,20033,"Comanche County, Kansas",1741,166
0500000US20035,20035,"Cowley County, Kansas",35732,*****
0500000US20037,20037,"Crawford County, Kansas",39099,*****
0500000US20039,20039,"Decatur County, Kansas",2891,*****
0500000US20041,20041,"Dickinson County, Kansas",19162,*****
0500000US20043,20043,"Doniphan County, Kansas",7790,*****
0500000US20045,20045,"Douglas County, Kansas",117806,*****
0500000US20047,20047,"Edwards County, Kansas",2946,*****
0500000US20049,20049,"Elk County, Kansas",2581,*****
0500000US20051,20051,"Ellis County, Kansas",28877,*****
0500000US20053,20053,"Ellsworth County, Kansas",6331,*****
0500000US20055,20055,"Finney County, Kansas",37097,*****
0500000US20057,20057,"Ford County, Kansas",34658,*****
0500000US20059,20059,"Franklin County, Kansas",25599,*****
0500000US20061,20061,"Geary County, Kansas",35796,*****
0500000US20063,20063,"Gove County, Kansas",2632,115
0500000US20065,20065,"Graham County, Kansas",2561,*****
0500000US20067,20067,"Grant County, Kansas",7716,*****
0500000US20069,20069,"Gray County, Kansas",6004,*****
0500000US20071,20071,"Greeley County, Kansas",1210,96
0500000US20073,20073,"Greenwood County, Kansas",6227,*****
0500000US20075,20075,"Hamilton County, Kansas",2621,*****
0500000US20077,20077,"Harper County, Kansas",5746,*****
0500000US20079,20079,"Harvey County, Kansas",34683,*****
0500000US20081,20081,"Haskell County, Kansas",4081,*****
0500000US20083,20083,"Hodgeman County, Kansas",1875,116
0500000US20085,20085,"Jackson County, Kansas",13322,*****
0500000US20087,20087,"Jefferson County, Kansas",18856,*****
0500000US20089,20089,"Jewell County, Kansas",2963,*****
0500000US20091,20091,"Johnson County, Kansas",578797,*****
0500000US20093,20093,"Kearny County, Kansas",3931,*****
0500000US20095,20095,"Kingman County, Kansas",7576,*****
0500000US20097,20097,"Kiowa County, Kansas",2524,*****
0500000US20099,20099,"Labette County, Kansas",20553,*****
0500000US20101,20101,"Lane County, Kansas",1702,115
0500000US20103,20103,"Leavenworth County, Kansas",79359,*****
0500000US20105,20105,"Lincoln County, Kansas",3121,*****
0500000US20107,20107,"Linn County, Kansas",9602,*****
0500000US20109,20109,"Logan County, Kansas",2790,*****
0500000US20111,20111,"Lyon County, Kansas",33302,*****
0500000US20113,20113,"McPherson County, Kansas",28792,*****
0500000US20115,20115,"Marion County, Kansas",12087,*****
0500000US20117,20117,"Marshall County, Kansas",9859,*****
0500000US20119,20119,"Meade County, Kansas",4295,*****
0500000US20121,20121,"Miami County, Kansas",32976,*****
0500000US20123,20123,"Mitchell County, Kansas",6230,*****
0500000US20125,20125,"Montgomery County, Kansas",33463,*****
0500000US20127,20127,"Morris County, Kansas",5605,*****
0500000US20129,20129,"Morton County, Kansas",2931,*****
0500000US20131,20131,"Nemaha County, Kansas",10095,*****
0500000US20133,20133,"Neosho County, Kansas",16209,*****
0500000US20135,20135,"Ness County, Kansas",3001,*****
0500000US20137,20137,"Norton County, Kansas",5527,*****
0500000US20139,20139,"Osage County, Kansas",15894,*****
0500000US20141,20141,"Osborne County, Kansas",3684,*****
0500000US20143,20143,"Ottawa County, Kansas",5957,*****
0500000US20145,20145,"Pawnee County, Kansas",6776,*****
0500000US20147,20147,"Phillips County, Kansas",5446,*****
0500000US20149,20149,"Pottawatomie County, Kansas",23188,*****
0500000US20151,20151,"Pratt County, Kansas",9670,*****
0500000US20153,20153,"Rawlins County, Kansas",2520,*****
0500000US20155,20155,"Reno County, Kansas",63360,*****
0500000US20157,20157,"Republic County, Kansas",4705,*****
0500000US20159,20159,"Rice County, Kansas",9868,*****
0500000US20161,20161,"Riley County, Kansas",75696,*****
0500000US20163,20163,"Rooks County, Kansas",5148,*****
0500000US20165,20165,"Rush County, Kansas",3119,116
0500000US20167,20167,"Russell County, Kansas",6987,*****
0500000US20169,20169,"Saline County, Kansas",55334,*****
0500000US20171,20171,"Scott County, Kansas",4981,*****
0500000US20173,20173,"Sedgwick County, Kansas",510484,*****
0500000US20175,20175,"Seward County, Kansas",22948,*****
0500000US20177,20177,"Shawnee County, Kansas",178392,*****
0500000US20179,20179,"Sheridan County, Kansas",2497,*****
0500000US20181,20181,"Sherman County, Kansas",5999,*****
0500000US20183,20183,"Smith County, Kansas",3693,*****
0500000US20185,20185,"Stafford County, Kansas",4251,*****
0500000US20187,20187,"Stanton County, Kansas",2107,*****
0500000US20189,20189,"Stevens County, Kansas",5741,*****
0500000US20191,20191,"Sumner County, Kansas",23336,*****
0500000US20193,20193,"Thomas County, Kansas",7847,*****
0500000US20195,20195,"Trego County, Kansas",2899,*****
0500000US20197,20197,"Wabaunsee County, Kansas",6918,*****
0500000US20199,20199,"Wallace County, Kansas",1591,96
0500000US20201,20201,"Washington County, Kansas",5572,*****
0500000US20203,20203,"Wichita County, Kansas",2157,*****
0500000US20205,20205,"Wilson County, Kansas",8858,*****
0500000US20207,20207,"Woodson County, Kansas",3178,*****
0500000US20209,20209,"Wyandotte County, Kansas",163227,*****
0500000US21001,21001,"Adair County, Kentucky",19304,*****
0500000US21003,21003,"Allen County, Kentucky",20628,*****
0500000US21005,21005,"Anderson County, Kentucky",22017,*****
0500000US21007,21007,"Ballard County, Kentucky",8152,*****
0500000US21009,21009,"Barren County, Kentucky",43418,*****
0500000US21011,21011,"Bath County, Kentucky",12189,*****
0500000US21013,21013,"Bell County, Kentucky",27469,*****
0500000US21015,21015,"Boone County, Kentucky",127682,*****
0500000US21017,21017,"Bourbon County, Kentucky",20017,*****
0500000US21019,21019,"Boyd County, Kentucky",48486,*****
0500000US21021,21021,"Boyle County, Kentucky",29773,*****
0500000US21023,21023,"Bracken County, Kentucky",8330,*****
0500000US21025,21025,"Breathitt County, Kentucky",13276,*****
0500000US21027,21027,"Breckinridge County, Kentucky",19991,*****
0500000US21029,21029,"Bullitt County, Kentucky",78622,*****
0500000US21031,21031,"Butler County, Kentucky",12735,*****
0500000US21033,21033,"Caldwell County, Kentucky",12747,*****
0500000US21035,21035,"Calloway County, Kentucky",38616,*****
0500000US21037,21037,"Campbell County, Kentucky",91804,*****
0500000US21039,21039,"Carlisle County, Kentucky",4890,*****
0500000US21041,21041,"Carroll County, Kentucky",10695,*****
0500000US21043,21043,"Carter County, Kentucky",27385,*****
0500000US21045,21045,"Casey County, Kentucky",15805,*****
0500000US21047,21047,"Christian County, Kentucky",72438,*****
0500000US21049,21049,"Clark County, Kentucky",35757,*****
0500000US21051,21051,"Clay County, Kentucky",20866,*****
0500000US21053,21053,"Clinton County, Kentucky",10208,*****
0500000US21055,21055,"Crittenden County, Kentucky",9154,*****
0500000US21057,21057,"Cumberland County, Kentucky",6744,*****
0500000US21059,21059,"Daviess County, Kentucky",99258,*****
0500000US21061,21061,"Edmonson County, Kentucky",12063,*****
0500000US21063,21063,"Elliott County, Kentucky",7533,*****
0500000US21065,21065,"Estill County, Kentucky",14382,*****
0500000US21067,21067,"Fayette County, Kentucky",315109,*****
0500000US21069,21069,"Fleming County, Kentucky",14515,*****
0500000US21071,21071,"Floyd County, Kentucky",37447,*****
0500000US21073,21073,"Franklin County, Kentucky",49969,*****
0500000US21075,21075,"Fulton County, Kentucky",6259,*****
0500000US21077,21077,"Gallatin County, Kentucky",8652,*****
0500000US21079,21079,"Garrard County, Kentucky",17226,*****
0500000US21081,21081,"Grant County, Kentucky",24800,*****
0500000US21083,21083,"Graves County, Kentucky",37259,*****
0500000US21085,21085,"Grayson County, Kentucky",26129,*****
0500000US21087,21087,"Green County, Kentucky",11044,*****
0500000US21089,21089,"Greenup County, Kentucky",36012,*****
0500000US21091,21091,"Hancock County, Kentucky",8700,*****
0500000US21093,21093,"Hardin County, Kentucky",107699,*****
0500000US21095,21095,"Harlan County, Kentucky",27548,*****
0500000US21097,21097,"Harrison County, Kentucky",18630,*****
0500000US21099,21099,"Hart County, Kentucky",18531,*****
0500000US21101,21101,"Henderson County, Kentucky",46252,*****
0500000US21103,21103,"Henry County, Kentucky",15677,*****
0500000US21105,21105,"Hickman County, Kentucky",4625,*****
0500000US21107,21107,"Hopkins County, Kentucky",45985,*****
0500000US21109,21109,"Jackson County, Kentucky",13369,*****
0500000US21111,21111,"Jefferson County, Kentucky",764378,*****
0500000US21113,21113,"Jessamine County, Kentucky",51667,*****
0500000US21115,21115,"Johnson County, Kentucky",23064,*****
0500000US21117,21117,"Kenton County, Kentucky",163987,*****
0500000US21119,21119,"Knott County, Kentucky",15690,*****
0500000US21121,21121,"Knox County, Kentucky",31424,*****
0500000US21123,21123,"Larue County, Kentucky",14102,*****
0500000US21125,21125,"Laurel County, Kentucky",59901,*****
0500000US21127,21127,"Lawrence County, Kentucky",15844,*****
0500000US21129,21129,"Lee County, Kentucky",6717,*****
0500000US21131,21131,"Leslie County, Kentucky",10648,*****
0500000US21133,21133,"Letcher County, Kentucky",23011,*****
0500000US21135,21135,"Lewis County, Kentucky",13565,*****
0500000US21137,21137,"Lincoln County, Kentucky",24413,*****
0500000US21139,21139,"Livingston County, Kentucky",9288,*****
0500000US21141,21141,"Logan County, Kentucky",26847,*****
0500000US21143,21143,"Lyon County, Kentucky",8268,*****
0500000US21145,21145,"McCracken County, Kentucky",65285,*****
0500000US21147,21147,"McCreary County, Kentucky",17748,*****
0500000US21149,21149,"McLean County, Kentucky",9361,*****
0500000US21151,21151,"Madison County, Kentucky",88376,*****
0500000US21153,21153,"Magoffin County, Kentucky",12783,*****
0500000US21155,21155,"Marion County, Kentucky",19335,*****
0500000US21157,21157,"Marshall County, Kentucky",31177,*****
0500000US21159,21159,"Martin County, Kentucky",12175,*****
0500000US21161,21161,"Mason County, Kentucky",17167,*****
0500000US21163,21163,"Meade County, Kentucky",28452,*****
0500000US21165,21165,"Menifee County, Kentucky",6381,*****
0500000US21167,21167,"Mercer County, Kentucky",21378,*****
0500000US21169,21169,"Metcalfe County, Kentucky",9990,*****
0500000US21171,21171,"Monroe County, Kentucky",10645,*****
0500000US21173,21173,"Montgomery County, Kentucky",27550,*****
0500000US21175,21175,"Morgan County, Kentucky",13281,*****
0500000US21177,21177,"Muhlenberg County, Kentucky",31153,*****
0500000US21179,21179,"Nelson County, Kentucky",45131,*****
0500000US21181,21181,"Nicholas County, Kentucky",7061,*****
0500000US21183,21183,"Ohio County, Kentucky",24062,*****
0500000US21185,21185,"Oldham County, Kentucky",64633,*****
0500000US21187,21187,"Owen County, Kentucky",10686,*****
0500000US21189,21189,"Owsley County, Kentucky",4497,*****
0500000US21191,21191,"Pendleton County, Kentucky",14530,*****
0500000US21193,21193,"Perry County, Kentucky",27329,*****
0500000US21195,21195,"Pike County, Kentucky",61586,*****
0500000US21197,21197,"Powell County, Kentucky",12349,*****
0500000US21199,21199,"Pulaski County, Kentucky",63974,*****
0500000US21201,21201,"Robertson County, Kentucky",2161,*****
0500000US21203,21203,"Rockcastle County, Kentucky",16815,*****
0500000US21205,21205,"Rowan County, Kentucky",24392,*****
0500000US21207,21207,"Russell County, Kentucky",17731,*****
0500000US21209,21209,"Scott County, Kentucky",52322,*****
0500000US21211,21211,"Shelby County, Kentucky",45831,*****
0500000US21213,21213,"Simpson County, Kentucky",17881,*****
0500000US21215,21215,"Spencer County, Kentucky",18012,*****
0500000US21217,21217,"Taylor County, Kentucky",25406,*****
0500000US21219,21219,"Todd County, Kentucky",12377,*****
0500000US21221,21221,"Trigg County, Kentucky",14286,*****
0500000US21223,21223,"Trimble County, Kentucky",8697,*****
0500000US21225,21225,"Union County, Kentucky",14915,*****
0500000US21227,21227,"Warren County, Kentucky",123824,*****
0500000US21229,21229,"Washington County, Kentucky",11999,*****
0500000US21231,21231,"Wayne County, Kentucky",20692,*****
0500000US21233,21233,"Webster County, Kentucky",13180,*****
0500000US21235,21235,"Whitley County, Kentucky",36027,*****
0500000US21237,21237,"Wolfe County, Kentucky",7251,*****
0500000US21239,21239,"Woodford County, Kentucky",25817,*****
0500000US22001,22001,"Acadia Parish, Louisiana",62607,*****
0500000US22003,22003,"Allen Parish, Louisiana",25667,*****
0500000US22005,22005,"Ascension Parish, Louisiana",119129,*****
0500000US22007,22007,"Assumption Parish, Louisiana",22881,*****
0500000US22009,22009,"Avoyelles Parish, Louisiana",41095,*****
0500000US22011,22011,"Beauregard Parish, Louisiana",36598,*****
0500000US22013,22013,"Bienville Parish, Louisiana",13806,*****
0500000US22015,22015,"Bossier Parish, Louisiana",125698,*****
0500000US22017,22017,"Caddo Parish, Louisiana",251069,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",198753,*****
0500000US22021,22021,"Caldwell Parish, Louisiana",10000,*****
0500000US22023,22023,"Cameron Parish, Louisiana",6806,*****
0500000US22025,22025,"Catahoula Parish, Louisiana",10044,*****
0500000US22027,22027,"Claiborne Parish, Louisiana",16296,*****
0500000US22029,22029,"Concordia Parish, Louisiana",20211,*****
0500000US22031,22031,"De Soto Parish, Louisiana",27164,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",446167,*****
0500000US22035,22035,"East Carroll Parish, Louisiana",7318,*****
0500000US22037,22037,"East Feliciana Parish, Louisiana",19553,*****
0500000US22039,22039,"Evangeline Parish, Louisiana",33750,*****
0500000US22041,22041,"Franklin Parish, Louisiana",20388,*****
0500000US22043,22043,"Grant Parish, Louisiana",22305,*****
0500000US22045,22045,"Iberia Parish, Louisiana",73346,*****
0500000US22047,22047,"Iberville Parish, Louisiana",33122,*****
0500000US22049,22049,"Jackson Parish, Louisiana",15952,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",437038,*****
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31405,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",238230,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",98112,*****
0500000US22059,22059,"LaSalle Parish, Louisiana",14930,*****
0500000US22061,22061,"Lincoln Parish, Louisiana",47536,*****
0500000US22063,22063,"Livingston Parish, Louisiana",137096,*****
0500000US22065,22065,"Madison Parish, Louisiana",11616,*****
0500000US22067,22067,"Morehouse Parish, Louisiana",26290,*****
0500000US22069,22069,"Natchitoches Parish, Louisiana",39051,*****
0500000US22071,22071,"Orleans Parish, Louisiana",388182,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",156433,*****
0500000US22075,22075,"Plaquemines Parish, Louisiana",23394,*****
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22271,*****
0500000US22079,22079,"Rapides Parish, Louisiana",132080,*****
0500000US22081,22081,"Red River Parish, Louisiana",8723,*****
0500000US22083,22083,"Richland Parish, Louisiana",20619,*****
0500000US22085,22085,"Sabine Parish, Louisiana",24145,*****
0500000US22087,22087,"St. Bernard Parish, Louisiana",45067,*****
0500000US22089,22089,"St. Charles Parish, Louisiana",52728,*****
0500000US22091,22091,"St. Helena Parish, Louisiana",10509,*****
0500000US22093,22093,"St. James Parish, Louisiana",21485,*****
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",43565,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83580,*****
0500000US22099,22099,"St. Martin Parish, Louisiana",53609,*****
0500000US22101,22101,"St. Mary Parish, Louisiana",52578,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",249201,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",128850,*****
0500000US22107,22107,"Tensas Parish, Louisiana",4771,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",113067,*****
0500000US22111,22111,"Union Parish, Louisiana",22537,*****
0500000US22113,22113,"Vermilion Parish, Louisiana",59841,*****
0500000US22115,22115,"Vernon Parish, Louisiana",51906,*****
0500000US22117,22117,"Washington Parish, Louisiana",46449,*****
0500000US22119,22119,"Webster Parish, Louisiana",40043,*****
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",25518,*****
0500000US22123,22123,"West Carroll Parish, Louisiana",11274,*****
0500000US22125,22125,"West Feliciana Parish, Louisiana",15376,*****
0500000US22127,22127,"Winn Parish, Louisiana",14631,*****
0500000US23001,23001,"Androscoggin County, Maine",107317,*****
0500000US23003,23003,"Aroostook County, Maine",68840,*****
0500000US23005,23005,"Cumberland County, Maine",289173,*****
0500000US23007,23007,"Franklin County, Maine",30177,*****
0500000US23009,23009,"Hancock County, Maine",54468,*****
0500000US23011,23011,"Kennebec County, Maine",121289,*****
0500000US23013,23013,"Knox County, Maine",39700,*****
0500000US23015,23015,"Lincoln County, Maine",34021,*****
0500000US23017,23017,"Oxford County, Maine",57230,*****
0500000US23019,23019,"Penobscot County, Maine",152284,*****
0500000US23021,23021,"Piscataquis County, Maine",16960,*****
0500000US23023,23023,"Sagadahoc County, Maine",35149,*****
0500000US23025,23025,"Somerset County, Maine",50994,*****
0500000US23027,23027,"Waldo County, Maine",39280,*****
0500000US23029,23029,"Washington County, Maine",31822,*****
0500000US23031,23031,"York County, Maine",201454,*****
0500000US24001,24001,"Allegany County, Maryland",72591,*****
0500000US24003,24003,"Anne Arundel County, Maryland",564600,*****
0500000US24005,24005,"Baltimore County, Maryland",828637,*****
0500000US24009,24009,"Calvert County, Maryland",90824,*****
0500000US24011,24011,"Caroline County, Maryland",32785,*****
0500000US24013,24013,"Carroll County, Maryland",167319,*****
0500000US24015,24015,"Cecil County, Maryland",102416,*****
0500000US24017,24017,"Charles County, Maryland",156021,*****
0500000US24019,24019,"Dorchester County, Maryland",32386,*****
0500000US24021,24021,"Frederick County, Maryland",246105,*****
0500000US24023,24023,"Garrett County, Maryland",29516,*****
0500000US24025,24025,"Harford County, Maryland",250132,*****
0500000US24027,24027,"Howard County, Maryland",312495,*****
0500000US24029,24029,"Kent County, Maryland",19666,*****
0500000US24031,24031,"Montgomery County, Maryland",1039198,*****
0500000US24033,24033,"Prince George's County, Maryland",905161,*****
0500000US24035,24035,"Queen Anne's County, Maryland",49071,*****
0500000US24037,24037,"St. Mary's County, Maryland",110979,*****
0500000US24039,24039,"Somerset County, Maryland",25801,*****
0500000US24041,24041,"Talbot County, Maryland",37461,*****
0500000US24043,24043,"Washington County, Maryland",149546,*****
0500000US24045,24045,"Wicomico County, Maryland",102014,*****
0500000US24047,24047,"Worcester County, Maryland",51559,*****
0500000US24510,24510,"Baltimore city, Maryland",619796,*****
0500000US25001,25001,"Barnstable County, Massachusetts",213900,*****
0500000US25003,25003,"Berkshire County, Massachusetts",127751,*****
0500000US25005,25005,"Bristol County, Massachusetts",557016,*****
0500000US25007,25007,"Dukes County, Massachusetts",17275,*****
0500000US25009,25009,"Essex County, Massachusetts",775860,*****
0500000US25011,25011,"Franklin County, Massachusetts",70926,*****
0500000US25013,25013,"Hampden County, Massachusetts",469188,*****
0500000US25015,25015,"Hampshire County, Massachusetts",161197,*****
0500000US25017,25017,"Middlesex County, Massachusetts",1582857,*****
0500000US25019,25019,"Nantucket County, Massachusetts",10912,*****
0500000US25021,25021,"Norfolk County, Massachusetts",694389,*****
0500000US25023,25023,"Plymouth County, Massachusetts",509114,*****
0500000US25025,25025,"Suffolk County, Massachusetts",780685,*****
0500000US25027,25027,"Worcester County, Massachusetts",818249,*****
0500000US26001,26001,"Alcona County, Michigan",10413,*****
0500000US26003,26003,"Alger County, Michigan",9254,*****
0500000US26005,26005,"Allegan County, Michigan",114145,*****
0500000US26007,26007,"Alpena County, Michigan",28730,*****
0500000US26009,26009,"Antrim County, Michigan",23133,*****
0500000US26011,26011,"Arenac County, Michigan",15238,*****
0500000US26013,26013,"Baraga County, Michigan",8580,*****
0500000US26015,26015,"Barry County, Michigan",59607,*****
0500000US26017,26017,"Bay County, Michigan",105350,*****
0500000US26019,26019,"Benzie County, Michigan",17462,*****
0500000US26021,26021,"Berrien County, Michigan",154948,*****
0500000US26023,26023,"Branch County, Michigan",43543,*****
0500000US26025,26025,"Calhoun County, Michigan",134327,*****
0500000US26027,26027,"Cass County, Michigan",51397,*****
0500000US26029,26029,"Charlevoix County, Michigan",26160,*****
0500000US26031,26031,"Cheboygan County, Michigan",25475,*****
0500000US26033,26033,"Chippewa County, Michigan",38023,*****
0500000US26035,26035,"Clare County, Michigan",30597,*****
0500000US26037,26037,"Clinton County, Michigan",77321,*****
0500000US26039,26039,"Crawford County, Michigan",13821,*****
0500000US26041,26041,"Delta County, Michigan",36395,*****
0500000US26043,26043,"Dickinson County, Michigan",25694,*****
